hour,year,year_month,tripduration,number_trips,gender
17,2018,2018-12,625177,1378,1
17,2018,2018-12,131440,321,2
17,2019,2019-01,26435,63,0
17,2019,2019-01,596160,1481,1
17,2019,2019-01,193217,376,2
17,2019,2019-02,35628,84,0
17,2019,2019-02,585005,1361,1
17,2019,2019-02,145519,315,2
17,2019,2019-03,96792,108,0
17,2019,2019-03,951586,1855,1
17,2019,2019-03,189474,362,2
17,2019,2019-04,552471,228,0
17,2019,2019-04,1307840,2422,1
17,2019,2019-04,363913,616,2
17,2019,2019-05,693626,249,0
17,2019,2019-05,1416183,2588,1
17,2019,2019-05,580383,734,2
17,2019,2019-06,678436,255,0
17,2019,2019-06,1561485,2521,1
17,2019,2019-06,792200,793,2
17,2019,2019-07,420201,267,0
17,2019,2019-07,1756762,3019,1
17,2019,2019-07,504455,869,2
17,2019,2019-08,488346,361,0
17,2019,2019-08,1896751,3198,1
17,2019,2019-08,652510,971,2
17,2019,2019-09,600175,323,0
17,2019,2019-09,3016073,3426,1
17,2019,2019-09,952218,1152,2
17,2019,2019-10,178713,217,0
17,2019,2019-10,1465027,3032,1
17,2019,2019-10,539721,1004,2
17,2019,2019-11,94806,101,0
17,2019,2019-11,900532,2081,1
17,2019,2019-11,337538,731,2
17,2019,2019-12,32805,59,0
17,2019,2019-12,518107,1297,1
17,2019,2019-12,162314,375,2
17,2020,2020-01,89316,88,0
17,2020,2020-01,813309,1935,1
17,2020,2020-01,270748,651,2
18,2015,2015-09,355950,129,0
18,2015,2015-09,295133,482,1
18,2015,2015-09,101440,155,2
18,2015,2015-10,249288,189,0
18,2015,2015-10,775595,1298,1
18,2015,2015-10,449693,359,2
18,2015,2015-11,192178,65,0
18,2015,2015-11,755404,1045,1
18,2015,2015-11,198860,254,2
18,2015,2015-12,36738,27,0
18,2015,2015-12,422803,829,1
18,2015,2015-12,347011,180,2
18,2016,2016-01,17802,20,0
18,2016,2016-01,251608,584,1
18,2016,2016-01,107952,132,2
18,2016,2016-02,13420,17,0
18,2016,2016-02,286210,666,1
18,2016,2016-02,187139,109,2
18,2016,2016-03,68312,54,0
18,2016,2016-03,533628,1152,1
18,2016,2016-03,424872,256,2
18,2016,2016-04,580896,179,0
18,2016,2016-04,644511,1184,1
18,2016,2016-04,209616,316,2
18,2016,2016-05,294156,137,0
18,2016,2016-05,812400,1408,1
18,2016,2016-05,250705,353,2
18,2016,2016-06,517572,184,0
18,2016,2016-06,1048329,1740,1
18,2016,2016-06,339617,498,2
18,2016,2016-07,342706,179,0
18,2016,2016-07,995091,1626,1
18,2016,2016-07,405332,421,2
18,2016,2016-08,1178683,347,0
18,2016,2016-08,1595847,2590,1
18,2016,2016-08,577079,753,2
18,2016,2016-09,336155,238,0
18,2016,2016-09,1689600,2457,1
18,2016,2016-09,717493,691,2
18,2016,2016-10,95681,123,0
18,2016,2016-10,1259805,2102,1
18,2016,2016-10,358869,566,2
18,2016,2016-11,45002,102,0
18,2016,2016-11,750911,1501,1
18,2016,2016-11,192159,400,2
18,2016,2016-12,108481,68,0
18,2016,2016-12,499394,1083,1
18,2016,2016-12,98937,248,2
18,2017,2017-01,16036,45,0
18,2017,2017-01,395353,985,1
18,2017,2017-01,87996,211,2
18,2017,2017-02,113343,68,0
18,2017,2017-02,404413,1042,1
18,2017,2017-02,101307,244,2
18,2017,2017-03,45270,63,0
18,2017,2017-03,460443,1077,1
18,2017,2017-03,229894,284,2
18,2017,2017-04,468793,175,0
18,2017,2017-04,819849,1540,1
18,2017,2017-04,255229,421,2
18,2017,2017-05,420499,176,0
18,2017,2017-05,1030603,1918,1
18,2017,2017-05,319081,586,2
18,2017,2017-06,379379,215,0
18,2017,2017-06,1289617,2218,1
18,2017,2017-06,652655,692,2
18,2017,2017-07,531591,257,0
18,2017,2017-07,1404509,2342,1
18,2017,2017-07,490678,710,2
18,2017,2017-08,1668228,237,0
18,2017,2017-08,1315905,2644,1
18,2017,2017-08,497884,735,2
18,2017,2017-09,575929,184,0
18,2017,2017-09,1216104,2432,1
18,2017,2017-09,358569,690,2
18,2017,2017-10,282519,181,0
18,2017,2017-10,1203254,2695,1
18,2017,2017-10,374865,758,2
18,2017,2017-11,42782,59,0
18,2017,2017-11,763081,1882,1
18,2017,2017-11,192375,479,2
18,2017,2017-12,96427,31,0
18,2017,2017-12,456154,1204,1
18,2017,2017-12,119580,307,2
18,2018,2018-01,17283,37,0
18,2018,2018-01,715711,1202,1
18,2018,2018-01,112367,274,2
18,2018,2018-02,13188,33,0
18,2018,2018-02,526878,1328,1
18,2018,2018-02,112809,280,2
18,2018,2018-03,104802,72,0
18,2018,2018-03,563759,1396,1
18,2018,2018-03,111009,289,2
18,2018,2018-04,348647,131,0
18,2018,2018-04,832286,1932,1
18,2018,2018-04,824248,486,2
18,2018,2018-05,2188960,235,0
18,2018,2018-05,1285855,2598,1
18,2018,2018-05,454421,685,2
18,2018,2018-06,766735,246,0
18,2018,2018-06,1618506,3105,1
18,2018,2018-06,551179,836,2
18,2018,2018-07,542890,260,0
18,2018,2018-07,1514568,3078,1
18,2018,2018-07,603910,903,2
18,2018,2018-08,620667,280,0
18,2018,2018-08,1851997,3698,1
18,2018,2018-08,697646,1026,2
18,2018,2018-09,901893,210,0
18,2018,2018-09,1618948,3090,1
18,2018,2018-09,532501,838,2
18,2018,2018-10,475367,113,0
18,2018,2018-10,2095515,3438,1
18,2018,2018-10,443228,851,2
18,2018,2018-11,43163,80,0
18,2018,2018-11,759932,2003,1
18,2018,2018-11,174278,424,2
18,2018,2018-12,23391,56,0
18,2018,2018-12,602470,1561,1
18,2018,2018-12,176183,322,2
18,2019,2019-01,15797,38,0
18,2019,2019-01,679395,1852,1
18,2019,2019-01,198737,402,2
18,2019,2019-02,17316,46,0
18,2019,2019-02,706848,1631,1
18,2019,2019-02,137258,321,2
18,2019,2019-03,231005,101,0
18,2019,2019-03,1053915,2167,1
18,2019,2019-03,229000,467,2
18,2019,2019-04,867779,156,0
18,2019,2019-04,1496717,2660,1
18,2019,2019-04,396808,746,2
18,2019,2019-05,699067,229,0
18,2019,2019-05,1609802,2804,1
18,2019,2019-05,502269,682,2
18,2019,2019-06,577334,315,0
18,2019,2019-06,2591328,3164,1
18,2019,2019-06,739816,885,2
18,2019,2019-07,837646,312,0
18,2019,2019-07,1934545,3343,1
18,2019,2019-07,656585,979,2
18,2019,2019-08,419381,304,0
18,2019,2019-08,1897189,3427,1
18,2019,2019-08,792635,1195,2
18,2019,2019-09,411087,336,0
18,2019,2019-09,2086246,3636,1
18,2019,2019-09,835292,1311,2
18,2019,2019-10,150720,176,0
18,2019,2019-10,1451078,3058,1
18,2019,2019-10,603530,961,2
18,2019,2019-11,110759,107,0
18,2019,2019-11,909542,2175,1
18,2019,2019-11,256990,627,2
18,2019,2019-12,38887,57,0
18,2019,2019-12,541906,1282,1
18,2019,2019-12,147790,345,2
18,2020,2020-01,45844,84,0
18,2020,2020-01,1078895,2137,1
18,2020,2020-01,359789,524,2
19,2015,2015-09,216594,99,0
19,2015,2015-09,253689,352,1
19,2015,2015-09,148664,109,2
19,2015,2015-10,637049,124,0
19,2015,2015-10,672034,922,1
19,2015,2015-10,185371,257,2
19,2015,2015-11,65114,48,0
19,2015,2015-11,546072,744,1
19,2015,2015-11,101791,203,2
19,2015,2015-12,21479,22,0
19,2015,2015-12,240534,547,1
19,2015,2015-12,53497,122,2
19,2016,2016-01,96589,20,0
19,2016,2016-01,174010,441,1
19,2016,2016-01,43254,86,2
19,2016,2016-02,6584,10,0
19,2016,2016-02,197178,448,1
19,2016,2016-02,44023,99,2
19,2016,2016-03,49102,44,0
19,2016,2016-03,469604,772,1
19,2016,2016-03,153354,188,2
19,2016,2016-04,238616,134,0
19,2016,2016-04,445348,881,1
19,2016,2016-04,176222,240,2
19,2016,2016-05,136402,96,0
19,2016,2016-05,649696,1064,1
19,2016,2016-05,241383,299,2
19,2016,2016-06,536763,190,0
19,2016,2016-06,804571,1345,1
19,2016,2016-06,330740,362,2
19,2016,2016-07,315695,161,0
19,2016,2016-07,970185,1415,1
19,2016,2016-07,243466,359,2
19,2016,2016-08,706977,320,0
19,2016,2016-08,1145659,1921,1
19,2016,2016-08,351634,529,2
19,2016,2016-09,225591,154,0
19,2016,2016-09,1018449,1867,1
19,2016,2016-09,336535,519,2
19,2016,2016-10,136331,82,0
19,2016,2016-10,729846,1553,1
19,2016,2016-10,310600,424,2
19,2016,2016-11,53504,53,0
19,2016,2016-11,480599,1020,1
19,2016,2016-11,114776,291,2
19,2016,2016-12,11701,31,0
19,2016,2016-12,275949,706,1
19,2016,2016-12,119662,184,2
19,2017,2017-01,12601,28,0
19,2017,2017-01,255765,676,1
19,2017,2017-01,68632,188,2
19,2017,2017-02,30670,48,0
19,2017,2017-02,410451,746,1
19,2017,2017-02,116964,185,2
19,2017,2017-03,804239,29,0
19,2017,2017-03,337448,699,1
19,2017,2017-03,67876,177,2
19,2017,2017-04,201657,142,0
19,2017,2017-04,652059,1060,1
19,2017,2017-04,220716,290,2
19,2017,2017-05,376610,151,0
19,2017,2017-05,733189,1428,1
19,2017,2017-05,338491,415,2
19,2017,2017-06,506630,221,0
19,2017,2017-06,1384085,1746,1
19,2017,2017-06,333973,524,2
19,2017,2017-07,475422,223,0
19,2017,2017-07,1058265,1816,1
19,2017,2017-07,439352,591,2
19,2017,2017-08,330866,210,0
19,2017,2017-08,1087924,1966,1
19,2017,2017-08,425670,633,2
19,2017,2017-09,323602,159,0
19,2017,2017-09,936869,1674,1
19,2017,2017-09,347319,540,2
19,2017,2017-10,190550,139,0
19,2017,2017-10,753333,1779,1
19,2017,2017-10,265074,565,2
19,2017,2017-11,223598,40,0
19,2017,2017-11,491484,1180,1
19,2017,2017-11,129338,313,2
19,2017,2017-12,10054,22,0
19,2017,2017-12,289928,755,1
19,2017,2017-12,86315,232,2
19,2018,2018-01,20690,32,0
19,2018,2018-01,227320,668,1
19,2018,2018-01,55931,159,2
19,2018,2018-02,28806,35,0
19,2018,2018-02,308099,861,1
19,2018,2018-02,73751,183,2
19,2018,2018-03,73934,45,0
19,2018,2018-03,352788,989,1
19,2018,2018-03,83642,226,2
19,2018,2018-04,173755,102,0
19,2018,2018-04,627543,1352,1
19,2018,2018-04,241386,370,2
19,2018,2018-05,408214,192,0
19,2018,2018-05,886295,1773,1
19,2018,2018-05,367237,525,2
19,2018,2018-06,739734,215,0
19,2018,2018-06,1305139,2262,1
19,2018,2018-06,491231,722,2
19,2018,2018-07,541928,280,0
19,2018,2018-07,1465658,2309,1
19,2018,2018-07,563087,769,2
19,2018,2018-08,680351,256,0
19,2018,2018-08,1436726,2625,1
19,2018,2018-08,577583,852,2
19,2018,2018-09,504463,201,0
19,2018,2018-09,1041061,2100,1
19,2018,2018-09,416670,639,2
19,2018,2018-10,317988,108,0
19,2018,2018-10,1134411,2170,1
19,2018,2018-10,577346,622,2
19,2018,2018-11,74069,62,0
19,2018,2018-11,804783,1261,1
19,2018,2018-11,145211,349,2
19,2018,2018-12,30261,45,0
19,2018,2018-12,429894,1088,1
19,2018,2018-12,97017,245,2
19,2019,2019-01,18985,51,0
19,2019,2019-01,423629,1182,1
19,2019,2019-01,167637,306,2
19,2019,2019-02,14103,41,0
19,2019,2019-02,386092,1045,1
19,2019,2019-02,155995,293,2
19,2019,2019-03,241441,79,0
19,2019,2019-03,576779,1478,1
19,2019,2019-03,179914,375,2
19,2019,2019-04,421805,152,0
19,2019,2019-04,1082048,1778,1
19,2019,2019-04,281809,514,2
19,2019,2019-05,411044,222,0
19,2019,2019-05,1111236,1933,1
19,2019,2019-05,372239,561,2
19,2019,2019-06,1946765,294,0
19,2019,2019-06,1736254,2234,1
19,2019,2019-06,899094,695,2
19,2019,2019-07,784950,279,0
19,2019,2019-07,1754693,2324,1
19,2019,2019-07,606151,760,2
19,2019,2019-08,624566,344,0
19,2019,2019-08,1738958,2533,1
19,2019,2019-08,700221,907,2
19,2019,2019-09,443820,282,0
19,2019,2019-09,1426880,2357,1
19,2019,2019-09,721916,898,2
19,2019,2019-10,93935,158,0
19,2019,2019-10,928622,1996,1
19,2019,2019-10,342693,665,2
19,2019,2019-11,55983,76,0
19,2019,2019-11,570258,1348,1
19,2019,2019-11,216157,401,2
19,2019,2019-12,20699,40,0
19,2019,2019-12,436711,867,1
19,2019,2019-12,96353,246,2
19,2020,2020-01,44119,75,0
19,2020,2020-01,493580,1232,1
19,2020,2020-01,265153,358,2
20,2015,2015-09,228828,87,0
20,2015,2015-09,145178,238,1
20,2015,2015-09,46714,76,2
20,2015,2015-10,258425,100,0
20,2015,2015-10,458729,679,1
20,2015,2015-10,101680,201,2
20,2015,2015-11,70490,44,0
20,2015,2015-11,266151,525,1
20,2015,2015-11,66639,141,2
20,2015,2015-12,54597,15,0
20,2015,2015-12,238221,408,1
20,2015,2015-12,35577,83,2
20,2016,2016-01,4743,5,0
20,2016,2016-01,120746,303,1
20,2016,2016-01,31583,68,2
20,2016,2016-02,2625,5,0
20,2016,2016-02,136265,311,1
20,2016,2016-02,25889,66,2
20,2016,2016-03,90703,65,0
20,2016,2016-03,403093,530,1
20,2016,2016-03,132628,124,2
20,2016,2016-04,150025,82,0
20,2016,2016-04,274661,552,1
20,2016,2016-04,71823,147,2
20,2016,2016-05,98518,69,0
20,2016,2016-05,454627,742,1
20,2016,2016-05,126099,183,2
20,2016,2016-06,204561,153,0
20,2016,2016-06,611874,1064,1
20,2016,2016-06,223077,302,2
20,2016,2016-07,320634,147,0
20,2016,2016-07,742940,1074,1
20,2016,2016-07,328309,306,2
20,2016,2016-08,483166,205,0
20,2016,2016-08,907171,1364,1
20,2016,2016-08,316979,385,2
20,2016,2016-09,96810,119,0
20,2016,2016-09,771383,1314,1
20,2016,2016-09,260502,385,2
20,2016,2016-10,53102,68,0
20,2016,2016-10,489280,1087,1
20,2016,2016-10,207496,284,2
20,2016,2016-11,57145,32,0
20,2016,2016-11,342294,756,1
20,2016,2016-11,79184,179,2
20,2016,2016-12,16489,26,0
20,2016,2016-12,194532,548,1
20,2016,2016-12,98249,155,2
20,2017,2017-01,3664,15,0
20,2017,2017-01,157769,422,1
20,2017,2017-01,34830,100,2
20,2017,2017-02,7786,19,0
20,2017,2017-02,195476,462,1
20,2017,2017-02,47025,118,2
20,2017,2017-03,60033,20,0
20,2017,2017-03,160881,429,1
20,2017,2017-03,225701,130,2
20,2017,2017-04,74686,79,0
20,2017,2017-04,633089,673,1
20,2017,2017-04,136952,189,2
20,2017,2017-05,1840581,82,0
20,2017,2017-05,462164,970,1
20,2017,2017-05,185251,290,2
20,2017,2017-06,531583,147,0
20,2017,2017-06,744872,1270,1
20,2017,2017-06,288842,407,2
20,2017,2017-07,819368,224,0
20,2017,2017-07,908868,1344,1
20,2017,2017-07,337210,387,2
20,2017,2017-08,149240,160,0
20,2017,2017-08,2534541,1316,1
20,2017,2017-08,251357,416,2
20,2017,2017-09,303507,103,0
20,2017,2017-09,452666,1042,1
20,2017,2017-09,221303,330,2
20,2017,2017-10,84964,75,0
20,2017,2017-10,510062,1217,1
20,2017,2017-10,182737,400,2
20,2017,2017-11,9548,29,0
20,2017,2017-11,458379,818,1
20,2017,2017-11,132825,208,2
20,2017,2017-12,11042,23,0
20,2017,2017-12,204887,560,1
20,2017,2017-12,54375,147,2
20,2018,2018-01,7193,14,0
20,2018,2018-01,161300,480,1
20,2018,2018-01,45490,124,2
20,2018,2018-02,9263,13,0
20,2018,2018-02,213880,594,1
20,2018,2018-02,42482,112,2
20,2018,2018-03,16199,25,0
20,2018,2018-03,247560,689,1
20,2018,2018-03,45607,136,2
20,2018,2018-04,140293,65,0
20,2018,2018-04,341387,914,1
20,2018,2018-04,140182,227,2
20,2018,2018-05,1237878,146,0
20,2018,2018-05,657333,1359,1
20,2018,2018-05,230814,399,2
20,2018,2018-06,584319,165,0
20,2018,2018-06,948488,1574,1
20,2018,2018-06,397674,520,2
20,2018,2018-07,624775,164,0
20,2018,2018-07,1740368,1801,1
20,2018,2018-07,441641,609,2
20,2018,2018-08,333012,185,0
20,2018,2018-08,3199166,1740,1
20,2018,2018-08,345946,593,2
20,2018,2018-09,106854,115,0
20,2018,2018-09,833348,1425,1
20,2018,2018-09,215649,424,2
20,2018,2018-10,214003,85,0
20,2018,2018-10,879215,1471,1
20,2018,2018-10,252932,405,2
20,2018,2018-11,429250,31,0
20,2018,2018-11,289447,826,1
20,2018,2018-11,140806,214,2
20,2018,2018-12,6968,15,0
20,2018,2018-12,266964,678,1
20,2018,2018-12,71848,181,2
20,2019,2019-01,12068,24,0
20,2019,2019-01,257719,735,1
20,2019,2019-01,76655,195,2
20,2019,2019-02,12195,24,0
20,2019,2019-02,257786,681,1
20,2019,2019-02,114581,180,2
20,2019,2019-03,15603,31,0
20,2019,2019-03,469814,879,1
20,2019,2019-03,109944,226,2
20,2019,2019-04,89582,83,0
20,2019,2019-04,581891,1234,1
20,2019,2019-04,179803,353,2
20,2019,2019-05,631629,113,0
20,2019,2019-05,634104,1260,1
20,2019,2019-05,193345,349,2
20,2019,2019-06,282378,179,0
20,2019,2019-06,1002001,1569,1
20,2019,2019-06,1910934,566,2
20,2019,2019-07,455462,244,0
20,2019,2019-07,1385029,1702,1
20,2019,2019-07,444523,583,2
20,2019,2019-08,2064731,266,0
20,2019,2019-08,1238110,1693,1
20,2019,2019-08,388590,611,2
20,2019,2019-09,193234,159,0
20,2019,2019-09,1194518,1653,1
20,2019,2019-09,1992280,583,2
20,2019,2019-10,84595,112,0
20,2019,2019-10,1071074,1278,1
20,2019,2019-10,173681,367,2
20,2019,2019-11,52073,67,0
20,2019,2019-11,383420,878,1
20,2019,2019-11,133365,231,2
20,2019,2019-12,30953,43,0
20,2019,2019-12,240388,581,1
20,2019,2019-12,55807,124,2
20,2020,2020-01,27160,50,0
20,2020,2020-01,336493,793,1
20,2020,2020-01,163888,212,2
21,2015,2015-09,72966,50,0
21,2015,2015-09,106904,182,1
21,2015,2015-09,48991,62,2
21,2015,2015-10,258829,56,0
21,2015,2015-10,289256,464,1
21,2015,2015-10,269366,189,2
21,2015,2015-11,58601,24,0
21,2015,2015-11,139937,326,1
21,2015,2015-11,38701,76,2
21,2015,2015-12,6537678,20,0
21,2015,2015-12,124920,277,1
21,2015,2015-12,27154,67,2
21,2016,2016-01,4884,7,0
21,2016,2016-01,68986,175,1
21,2016,2016-01,248803,55,2
21,2016,2016-02,274,1,0
21,2016,2016-02,74363,195,1
21,2016,2016-02,20515,52,2
21,2016,2016-03,226844,56,0
21,2016,2016-03,122196,335,1
21,2016,2016-03,43184,93,2
21,2016,2016-04,82237,68,0
21,2016,2016-04,166695,394,1
21,2016,2016-04,212339,119,2
21,2016,2016-05,153703,59,0
21,2016,2016-05,286450,553,1
21,2016,2016-05,126425,154,2
21,2016,2016-06,88491,76,0
21,2016,2016-06,458732,638,1
21,2016,2016-06,137316,229,2
21,2016,2016-07,248597,83,0
21,2016,2016-07,473869,727,1
21,2016,2016-07,169160,242,2
21,2016,2016-08,287835,133,0
21,2016,2016-08,723770,1045,1
21,2016,2016-08,176206,289,2
21,2016,2016-09,636835,81,0
21,2016,2016-09,506978,899,1
21,2016,2016-09,239021,276,2
21,2016,2016-10,39874,62,0
21,2016,2016-10,376817,815,1
21,2016,2016-10,129228,199,2
21,2016,2016-11,13809,23,0
21,2016,2016-11,222071,519,1
21,2016,2016-11,63401,141,2
21,2016,2016-12,9244,16,0
21,2016,2016-12,121280,343,1
21,2016,2016-12,36541,110,2
21,2017,2017-01,5110,7,0
21,2017,2017-01,107798,304,1
21,2017,2017-01,22589,68,2
21,2017,2017-02,50024,15,0
21,2017,2017-02,142055,345,1
21,2017,2017-02,34186,88,2
21,2017,2017-03,138303,14,0
21,2017,2017-03,100421,280,1
21,2017,2017-03,26082,71,2
21,2017,2017-04,89223,60,0
21,2017,2017-04,227610,469,1
21,2017,2017-04,45457,111,2
21,2017,2017-05,52512,51,0
21,2017,2017-05,344617,623,1
21,2017,2017-05,84292,186,2
21,2017,2017-06,145053,115,0
21,2017,2017-06,424599,870,1
21,2017,2017-06,125451,222,2
21,2017,2017-07,198342,111,0
21,2017,2017-07,536455,864,1
21,2017,2017-07,139560,234,2
21,2017,2017-08,132682,96,0
21,2017,2017-08,429294,925,1
21,2017,2017-08,128243,251,2
21,2017,2017-09,119439,72,0
21,2017,2017-09,414773,731,1
21,2017,2017-09,154712,223,2
21,2017,2017-10,48479,61,0
21,2017,2017-10,420375,904,1
21,2017,2017-10,113358,238,2
21,2017,2017-11,12476,28,0
21,2017,2017-11,217261,533,1
21,2017,2017-11,62801,152,2
21,2017,2017-12,17206,15,0
21,2017,2017-12,136937,396,1
21,2017,2017-12,27414,75,2
21,2018,2018-01,5184,10,0
21,2018,2018-01,102446,296,1
21,2018,2018-01,32306,86,2
21,2018,2018-02,8177,12,0
21,2018,2018-02,188352,406,1
21,2018,2018-02,35236,82,2
21,2018,2018-03,109072,14,0
21,2018,2018-03,286813,446,1
21,2018,2018-03,27357,80,2
21,2018,2018-04,32269,41,0
21,2018,2018-04,249990,598,1
21,2018,2018-04,62899,142,2
21,2018,2018-05,96198,78,0
21,2018,2018-05,529842,867,1
21,2018,2018-05,361691,264,2
21,2018,2018-06,208156,118,0
21,2018,2018-06,720861,1088,1
21,2018,2018-06,212242,334,2
21,2018,2018-07,196368,141,0
21,2018,2018-07,607924,1088,1
21,2018,2018-07,237130,368,2
21,2018,2018-08,138456,142,0
21,2018,2018-08,684355,1123,1
21,2018,2018-08,212398,382,2
21,2018,2018-09,228583,128,0
21,2018,2018-09,478275,916,1
21,2018,2018-09,163875,288,2
21,2018,2018-10,180079,84,0
21,2018,2018-10,445164,866,1
21,2018,2018-10,120830,300,2
21,2018,2018-11,12872,26,0
21,2018,2018-11,270845,597,1
21,2018,2018-11,382244,175,2
21,2018,2018-12,6000,12,0
21,2018,2018-12,225457,472,1
21,2018,2018-12,52004,152,2
21,2019,2019-01,5373,11,0
21,2019,2019-01,151271,397,1
21,2019,2019-01,45480,116,2
21,2019,2019-02,84217,14,0
21,2019,2019-02,281270,412,1
21,2019,2019-02,32964,93,2
21,2019,2019-03,10806,13,0
21,2019,2019-03,182689,499,1
21,2019,2019-03,39317,117,2
21,2019,2019-04,233554,73,0
21,2019,2019-04,299361,714,1
21,2019,2019-04,96595,216,2
21,2019,2019-05,119779,79,0
21,2019,2019-05,478970,840,1
21,2019,2019-05,246268,245,2
21,2019,2019-06,585340,123,0
21,2019,2019-06,606260,1009,1
21,2019,2019-06,294560,345,2
21,2019,2019-07,410164,152,0
21,2019,2019-07,1005621,1127,1
21,2019,2019-07,207018,352,2
21,2019,2019-08,217484,186,0
21,2019,2019-08,1513739,1160,1
21,2019,2019-08,297882,409,2
21,2019,2019-09,133318,90,0
21,2019,2019-09,658406,1116,1
21,2019,2019-09,251219,368,2
21,2019,2019-10,77883,82,0
21,2019,2019-10,441567,917,1
21,2019,2019-10,154210,304,2
21,2019,2019-11,25852,30,0
21,2019,2019-11,258127,620,1
21,2019,2019-11,76957,172,2
21,2019,2019-12,176120,45,0
21,2019,2019-12,201249,423,1
21,2019,2019-12,47438,115,2
21,2020,2020-01,11595,28,0
21,2020,2020-01,382107,566,1
21,2020,2020-01,66751,162,2
22,2015,2015-09,133260,35,0
22,2015,2015-09,101544,115,1
22,2015,2015-09,22517,39,2
22,2015,2015-10,97944,63,0
22,2015,2015-10,239693,327,1
22,2015,2015-10,61720,109,2
22,2015,2015-11,8348,13,0
22,2015,2015-11,114975,275,1
22,2015,2015-11,22598,49,2
22,2015,2015-12,44199,11,0
22,2015,2015-12,106428,228,1
22,2015,2015-12,20009,47,2
22,2016,2016-01,6058,9,0
22,2016,2016-01,53092,138,1
22,2016,2016-01,12127,33,2
22,2016,2016-02,963,2,0
22,2016,2016-02,88911,163,1
22,2016,2016-02,11543,34,2
22,2016,2016-03,105309,15,0
22,2016,2016-03,184370,267,1
22,2016,2016-03,28453,72,2
22,2016,2016-04,37029,30,0
22,2016,2016-04,147946,322,1
22,2016,2016-04,25728,49,2
22,2016,2016-05,43017,41,0
22,2016,2016-05,249706,440,1
22,2016,2016-05,58215,85,2
22,2016,2016-06,130917,59,0
22,2016,2016-06,301528,500,1
22,2016,2016-06,99014,141,2
22,2016,2016-07,110915,68,0
22,2016,2016-07,425429,536,1
22,2016,2016-07,76739,126,2
22,2016,2016-08,127762,82,0
22,2016,2016-08,436094,731,1
22,2016,2016-08,278031,190,2
22,2016,2016-09,179938,71,0
22,2016,2016-09,1455121,634,1
22,2016,2016-09,95028,184,2
22,2016,2016-10,71755,30,0
22,2016,2016-10,245953,498,1
22,2016,2016-10,85215,106,2
22,2016,2016-11,12274,12,0
22,2016,2016-11,127547,343,1
22,2016,2016-11,34652,86,2
22,2016,2016-12,2090,7,0
22,2016,2016-12,108247,302,1
22,2016,2016-12,25365,66,2
22,2017,2017-01,34485,5,0
22,2017,2017-01,88653,216,1
22,2017,2017-01,18219,47,2
22,2017,2017-02,15951,19,0
22,2017,2017-02,244463,252,1
22,2017,2017-02,21964,55,2
22,2017,2017-03,4150,11,0
22,2017,2017-03,97162,219,1
22,2017,2017-03,20523,51,2
22,2017,2017-04,670512,23,0
22,2017,2017-04,2373305,356,1
22,2017,2017-04,27502,66,2
22,2017,2017-05,50826,38,0
22,2017,2017-05,238137,439,1
22,2017,2017-05,53782,104,2
22,2017,2017-06,146721,58,0
22,2017,2017-06,381578,600,1
22,2017,2017-06,72716,146,2
22,2017,2017-07,154588,58,0
22,2017,2017-07,295685,597,1
22,2017,2017-07,92080,187,2
22,2017,2017-08,194051,77,0
22,2017,2017-08,294569,578,1
22,2017,2017-08,73895,150,2
22,2017,2017-09,34454,48,0
22,2017,2017-09,230868,515,1
22,2017,2017-09,57596,128,2
22,2017,2017-10,34405,60,0
22,2017,2017-10,262842,566,1
22,2017,2017-10,55888,133,2
22,2017,2017-11,1159,4,0
22,2017,2017-11,173327,396,1
22,2017,2017-11,32070,86,2
22,2017,2017-12,6593,10,0
22,2017,2017-12,109480,246,1
22,2017,2017-12,24308,59,2
22,2018,2018-01,36358,3,0
22,2018,2018-01,83811,178,1
22,2018,2018-01,18645,44,2
22,2018,2018-02,4740,7,0
22,2018,2018-02,129996,253,1
22,2018,2018-02,16278,49,2
22,2018,2018-03,8598,13,0
22,2018,2018-03,108865,317,1
22,2018,2018-03,25111,58,2
22,2018,2018-04,13028,21,0
22,2018,2018-04,179672,423,1
22,2018,2018-04,47061,89,2
22,2018,2018-05,128226,56,0
22,2018,2018-05,296904,588,1
22,2018,2018-05,85464,166,2
22,2018,2018-06,223948,67,0
22,2018,2018-06,428779,719,1
22,2018,2018-06,136450,256,2
22,2018,2018-07,105919,100,0
22,2018,2018-07,415912,719,1
22,2018,2018-07,148006,253,2
22,2018,2018-08,105727,83,0
22,2018,2018-08,371047,721,1
22,2018,2018-08,173967,245,2
22,2018,2018-09,177832,80,0
22,2018,2018-09,347544,606,1
22,2018,2018-09,89610,199,2
22,2018,2018-10,44901,34,0
22,2018,2018-10,457659,533,1
22,2018,2018-10,119321,200,2
22,2018,2018-11,14109,23,0
22,2018,2018-11,139598,391,1
22,2018,2018-11,43143,125,2
22,2018,2018-12,14655,21,0
22,2018,2018-12,126999,322,1
22,2018,2018-12,110584,116,2
22,2019,2019-01,3849,12,0
22,2019,2019-01,86031,253,1
22,2019,2019-01,25571,70,2
22,2019,2019-02,3007,11,0
22,2019,2019-02,97812,284,1
22,2019,2019-02,24846,52,2
22,2019,2019-03,4893,13,0
22,2019,2019-03,203770,347,1
22,2019,2019-03,28440,91,2
22,2019,2019-04,221547,32,0
22,2019,2019-04,370028,470,1
22,2019,2019-04,49556,108,2
22,2019,2019-05,48827,72,0
