hour,year,year_month,tripduration,number_trips,gender
12,2018,2018-06,753061,1089,1
12,2018,2018-06,306477,433,2
12,2018,2018-07,429763,212,0
12,2018,2018-07,712258,1168,1
12,2018,2018-07,277597,413,2
12,2018,2018-08,403244,191,0
12,2018,2018-08,629761,1212,1
12,2018,2018-08,277214,441,2
12,2018,2018-09,304729,179,0
12,2018,2018-09,804044,1191,1
12,2018,2018-09,356634,458,2
12,2018,2018-10,148455,84,0
12,2018,2018-10,632028,1031,1
12,2018,2018-10,278841,350,2
12,2018,2018-11,494867,60,0
12,2018,2018-11,400860,792,1
12,2018,2018-11,212360,269,2
12,2018,2018-12,98500,44,0
12,2018,2018-12,339833,700,1
12,2018,2018-12,94822,211,2
12,2019,2019-01,60216,42,0
12,2019,2019-01,259752,522,1
12,2019,2019-01,78845,182,2
12,2019,2019-02,23950,28,0
12,2019,2019-02,279845,560,1
12,2019,2019-02,631794,199,2
12,2019,2019-03,428141,94,0
12,2019,2019-03,369353,682,1
12,2019,2019-03,147025,262,2
12,2019,2019-04,687518,156,0
12,2019,2019-04,544411,939,1
12,2019,2019-04,260983,331,2
12,2019,2019-05,202707,142,0
12,2019,2019-05,732486,1012,1
12,2019,2019-05,323389,375,2
12,2019,2019-06,912758,201,0
12,2019,2019-06,1053665,1193,1
12,2019,2019-06,436972,449,2
12,2019,2019-07,412415,214,0
12,2019,2019-07,955194,1192,1
12,2019,2019-07,435913,507,2
12,2019,2019-08,617398,285,0
12,2019,2019-08,984851,1462,1
12,2019,2019-08,361275,499,2
12,2019,2019-09,555043,221,0
12,2019,2019-09,1084005,1565,1
12,2019,2019-09,456002,557,2
12,2019,2019-10,164200,127,0
12,2019,2019-10,763178,1160,1
12,2019,2019-10,465039,415,2
12,2019,2019-11,124094,98,0
12,2019,2019-11,516958,981,1
12,2019,2019-11,200089,355,2
12,2019,2019-12,67684,47,0
12,2019,2019-12,402460,712,1
12,2019,2019-12,142560,244,2
12,2020,2020-01,89883,81,0
12,2020,2020-01,409899,760,1
12,2020,2020-01,161282,306,2
13,2015,2015-09,342529,96,0
13,2015,2015-09,187900,203,1
13,2015,2015-09,72018,59,2
13,2015,2015-10,546424,176,0
13,2015,2015-10,407372,563,1
13,2015,2015-10,178172,197,2
13,2015,2015-11,5847407,109,0
13,2015,2015-11,316672,504,1
13,2015,2015-11,146751,166,2
13,2015,2015-12,458737,108,0
13,2015,2015-12,224233,379,1
13,2015,2015-12,91334,121,2
13,2016,2016-01,39727,30,0
13,2016,2016-01,165424,262,1
13,2016,2016-01,40504,66,2
13,2016,2016-02,83202,44,0
13,2016,2016-02,139346,241,1
13,2016,2016-02,56630,75,2
13,2016,2016-03,364274,71,0
13,2016,2016-03,236444,361,1
13,2016,2016-03,183028,128,2
13,2016,2016-04,589528,160,0
13,2016,2016-04,361428,417,1
13,2016,2016-04,119562,153,2
13,2016,2016-05,250069,144,0
13,2016,2016-05,396873,569,1
13,2016,2016-05,119375,170,2
13,2016,2016-06,966013,161,0
13,2016,2016-06,685426,662,1
13,2016,2016-06,186129,239,2
13,2016,2016-07,321839,154,0
13,2016,2016-07,487047,704,1
13,2016,2016-07,187272,243,2
13,2016,2016-08,610675,239,0
13,2016,2016-08,808789,891,1
13,2016,2016-08,227406,287,2
13,2016,2016-09,547383,193,0
13,2016,2016-09,614727,857,1
13,2016,2016-09,234071,286,2
13,2016,2016-10,424628,145,0
13,2016,2016-10,496806,828,1
13,2016,2016-10,149713,258,2
13,2016,2016-11,266019,71,0
13,2016,2016-11,430693,632,1
13,2016,2016-11,112769,193,2
13,2016,2016-12,423315,46,0
13,2016,2016-12,233947,496,1
13,2016,2016-12,167890,152,2
13,2017,2017-01,7888,13,0
13,2017,2017-01,250084,420,1
13,2017,2017-01,65384,119,2
13,2017,2017-02,274137,88,0
13,2017,2017-02,258270,448,1
13,2017,2017-02,85101,128,2
13,2017,2017-03,96718,22,0
13,2017,2017-03,158310,318,1
13,2017,2017-03,35468,81,2
13,2017,2017-04,377697,172,0
13,2017,2017-04,461758,694,1
13,2017,2017-04,181309,196,2
13,2017,2017-05,316564,151,0
13,2017,2017-05,511061,752,1
13,2017,2017-05,395839,261,2
13,2017,2017-06,448856,158,0
13,2017,2017-06,523321,883,1
13,2017,2017-06,165725,282,2
13,2017,2017-07,530631,201,0
13,2017,2017-07,606685,959,1
13,2017,2017-07,231516,317,2
13,2017,2017-08,308774,180,0
13,2017,2017-08,557182,918,1
13,2017,2017-08,203339,292,2
13,2017,2017-09,453014,196,0
13,2017,2017-09,545801,901,1
13,2017,2017-09,208401,332,2
13,2017,2017-10,203021,153,0
13,2017,2017-10,524482,989,1
13,2017,2017-10,209915,362,2
13,2017,2017-11,87057,79,0
13,2017,2017-11,634834,804,1
13,2017,2017-11,152719,254,2
13,2017,2017-12,228877,43,0
13,2017,2017-12,276190,574,1
13,2017,2017-12,73552,137,2
13,2018,2018-01,16273,27,0
13,2018,2018-01,204462,399,1
13,2018,2018-01,65123,119,2
13,2018,2018-02,44903,40,0
13,2018,2018-02,212116,430,1
13,2018,2018-02,48841,113,2
13,2018,2018-03,71674,74,0
13,2018,2018-03,418033,587,1
13,2018,2018-03,73013,161,2
13,2018,2018-04,313940,114,0
13,2018,2018-04,407011,689,1
13,2018,2018-04,168460,255,2
13,2018,2018-05,252548,143,0
13,2018,2018-05,600605,982,1
13,2018,2018-05,210308,324,2
13,2018,2018-06,409763,246,0
13,2018,2018-06,689301,1149,1
13,2018,2018-06,280678,432,2
13,2018,2018-07,373634,203,0
13,2018,2018-07,794405,1200,1
13,2018,2018-07,285376,413,2
13,2018,2018-08,420567,183,0
13,2018,2018-08,637118,1147,1
13,2018,2018-08,268761,424,2
13,2018,2018-09,394327,204,0
13,2018,2018-09,711677,1153,1
13,2018,2018-09,324004,397,2
13,2018,2018-10,144546,97,0
13,2018,2018-10,561761,1038,1
13,2018,2018-10,276750,353,2
13,2018,2018-11,151245,52,0
13,2018,2018-11,387369,734,1
13,2018,2018-11,282604,207,2
13,2018,2018-12,33208,43,0
13,2018,2018-12,309727,696,1
13,2018,2018-12,103487,213,2
13,2019,2019-01,37945,39,0
13,2019,2019-01,294827,621,1
13,2019,2019-01,93402,197,2
13,2019,2019-02,36017,30,0
13,2019,2019-02,468328,636,1
13,2019,2019-02,76144,135,2
13,2019,2019-03,114234,64,0
13,2019,2019-03,416163,755,1
13,2019,2019-03,160390,261,2
13,2019,2019-04,504843,154,0
13,2019,2019-04,605619,989,1
13,2019,2019-04,244209,336,2
13,2019,2019-05,462039,166,0
13,2019,2019-05,841817,1032,1
13,2019,2019-05,350630,374,2
13,2019,2019-06,538325,257,0
13,2019,2019-06,812462,1217,1
13,2019,2019-06,394957,442,2
13,2019,2019-07,297706,196,0
13,2019,2019-07,924016,1206,1
13,2019,2019-07,315023,436,2
13,2019,2019-08,608456,260,0
13,2019,2019-08,864948,1386,1
13,2019,2019-08,340639,448,2
13,2019,2019-09,462311,250,0
13,2019,2019-09,1047607,1563,1
13,2019,2019-09,589327,566,2
13,2019,2019-10,241353,171,0
13,2019,2019-10,752926,1247,1
13,2019,2019-10,343310,481,2
13,2019,2019-11,93992,114,0
13,2019,2019-11,504350,968,1
13,2019,2019-11,231810,335,2
13,2019,2019-12,33323,49,0
13,2019,2019-12,362096,679,1
13,2019,2019-12,123564,252,2
13,2020,2020-01,129208,83,0
13,2020,2020-01,408327,743,1
13,2020,2020-01,293300,333,2
14,2015,2015-09,158653,91,0
14,2015,2015-09,148872,165,1
14,2015,2015-09,60640,56,2
14,2015,2015-10,894914,195,0
14,2015,2015-10,451252,526,1
14,2015,2015-10,202867,176,2
14,2015,2015-11,208767,111,0
14,2015,2015-11,299633,465,1
14,2015,2015-11,126285,153,2
14,2015,2015-12,126842,74,0
14,2015,2015-12,279133,409,1
14,2015,2015-12,63639,120,2
14,2016,2016-01,71683,43,0
14,2016,2016-01,182291,258,1
14,2016,2016-01,68668,72,2
14,2016,2016-02,139349,38,0
14,2016,2016-02,171743,205,1
14,2016,2016-02,70250,89,2
14,2016,2016-03,358356,78,0
14,2016,2016-03,246199,367,1
14,2016,2016-03,121877,147,2
14,2016,2016-04,530260,179,0
14,2016,2016-04,278503,386,1
14,2016,2016-04,122456,152,2
14,2016,2016-05,422416,172,0
14,2016,2016-05,385089,514,1
14,2016,2016-05,191339,183,2
14,2016,2016-06,466009,191,0
14,2016,2016-06,425318,577,1
14,2016,2016-06,149418,185,2
14,2016,2016-07,424825,160,0
14,2016,2016-07,474435,680,1
14,2016,2016-07,200609,236,2
14,2016,2016-08,442764,244,0
14,2016,2016-08,536997,796,1
14,2016,2016-08,177585,272,2
14,2016,2016-09,977923,217,0
14,2016,2016-09,586070,829,1
14,2016,2016-09,459099,347,2
14,2016,2016-10,262712,131,0
14,2016,2016-10,548095,855,1
14,2016,2016-10,194271,256,2
14,2016,2016-11,209519,98,0
14,2016,2016-11,365921,632,1
14,2016,2016-11,148509,228,2
14,2016,2016-12,115437,28,0
14,2016,2016-12,300901,461,1
14,2016,2016-12,98366,134,2
14,2017,2017-01,92985,24,0
14,2017,2017-01,379537,417,1
14,2017,2017-01,65720,120,2
14,2017,2017-02,234474,84,0
14,2017,2017-02,222635,385,1
14,2017,2017-02,186727,139,2
14,2017,2017-03,167191,36,0
14,2017,2017-03,143095,284,1
14,2017,2017-03,54139,91,2
14,2017,2017-04,447042,182,0
14,2017,2017-04,489007,682,1
14,2017,2017-04,203479,219,2
14,2017,2017-05,405222,146,0
14,2017,2017-05,601077,671,1
14,2017,2017-05,209106,249,2
14,2017,2017-06,1378245,173,0
14,2017,2017-06,470260,770,1
14,2017,2017-06,182134,282,2
14,2017,2017-07,467642,233,0
14,2017,2017-07,515444,828,1
14,2017,2017-07,214547,290,2
14,2017,2017-08,473800,231,0
14,2017,2017-08,861885,878,1
14,2017,2017-08,209690,293,2
14,2017,2017-09,292278,174,0
14,2017,2017-09,597980,911,1
14,2017,2017-09,227751,314,2
14,2017,2017-10,407499,192,0
14,2017,2017-10,521979,950,1
14,2017,2017-10,248991,345,2
14,2017,2017-11,114329,74,0
14,2017,2017-11,378202,728,1
14,2017,2017-11,136038,260,2
14,2017,2017-12,29799,41,0
14,2017,2017-12,247392,514,1
14,2017,2017-12,84199,169,2
14,2018,2018-01,27747,32,0
14,2018,2018-01,189949,396,1
14,2018,2018-01,56360,106,2
14,2018,2018-02,15654,27,0
14,2018,2018-02,234598,461,1
14,2018,2018-02,65040,125,2
14,2018,2018-03,118686,64,0
14,2018,2018-03,394297,496,1
14,2018,2018-03,76362,135,2
14,2018,2018-04,322580,126,0
14,2018,2018-04,426475,730,1
14,2018,2018-04,211133,262,2
14,2018,2018-05,311271,180,0
14,2018,2018-05,561198,913,1
14,2018,2018-05,216899,278,2
14,2018,2018-06,434691,198,0
14,2018,2018-06,727169,1090,1
14,2018,2018-06,291697,411,2
14,2018,2018-07,552281,241,0
14,2018,2018-07,689192,1103,1
14,2018,2018-07,349750,450,2
14,2018,2018-08,281921,155,0
14,2018,2018-08,643305,1031,1
14,2018,2018-08,309234,409,2
14,2018,2018-09,376001,173,0
14,2018,2018-09,628020,1002,1
14,2018,2018-09,282385,383,2
14,2018,2018-10,306656,76,0
14,2018,2018-10,544208,1052,1
14,2018,2018-10,351665,335,2
14,2018,2018-11,50919,42,0
14,2018,2018-11,369209,690,1
14,2018,2018-11,214558,234,2
14,2018,2018-12,55607,37,0
14,2018,2018-12,316230,602,1
14,2018,2018-12,281152,217,2
14,2019,2019-01,276062,39,0
14,2019,2019-01,221075,444,1
14,2019,2019-01,273868,164,2
14,2019,2019-02,94217,26,0
14,2019,2019-02,366794,559,1
14,2019,2019-02,105365,170,2
14,2019,2019-03,184288,66,0
14,2019,2019-03,358234,692,1
14,2019,2019-03,172129,257,2
14,2019,2019-04,1474648,134,0
14,2019,2019-04,607555,905,1
14,2019,2019-04,386345,332,2
14,2019,2019-05,3027426,141,0
14,2019,2019-05,711541,952,1
14,2019,2019-05,305493,378,2
14,2019,2019-06,755898,241,0
14,2019,2019-06,729497,1060,1
14,2019,2019-06,356530,372,2
14,2019,2019-07,750477,195,0
14,2019,2019-07,891912,1174,1
14,2019,2019-07,326764,409,2
14,2019,2019-08,601511,241,0
14,2019,2019-08,943441,1314,1
14,2019,2019-08,491152,473,2
14,2019,2019-09,631252,257,0
14,2019,2019-09,1057747,1304,1
14,2019,2019-09,516066,501,2
14,2019,2019-10,185902,151,0
14,2019,2019-10,742924,1111,1
14,2019,2019-10,281300,395,2
14,2019,2019-11,176259,108,0
14,2019,2019-11,676251,919,1
14,2019,2019-11,197380,312,2
14,2019,2019-12,34182,37,0
14,2019,2019-12,357757,700,1
14,2019,2019-12,125632,235,2
14,2020,2020-01,239540,56,0
14,2020,2020-01,474806,722,1
14,2020,2020-01,183142,265,2
15,2015,2015-09,316572,134,0
15,2015,2015-09,183828,191,1
15,2015,2015-09,75942,77,2
15,2015,2015-10,618671,228,0
15,2015,2015-10,767181,544,1
15,2015,2015-10,270625,223,2
15,2015,2015-11,446428,118,0
15,2015,2015-11,403695,477,1
15,2015,2015-11,128100,170,2
15,2015,2015-12,272227,76,0
15,2015,2015-12,304259,374,1
15,2015,2015-12,120201,159,2
15,2016,2016-01,57901,29,0
15,2016,2016-01,256633,221,1
15,2016,2016-01,70324,88,2
15,2016,2016-02,55796,32,0
15,2016,2016-02,197230,211,1
15,2016,2016-02,64515,100,2
15,2016,2016-03,542415,94,0
15,2016,2016-03,266887,397,1
15,2016,2016-03,96995,151,2
15,2016,2016-04,632451,190,0
15,2016,2016-04,344047,481,1
15,2016,2016-04,109311,140,2
15,2016,2016-05,498595,163,0
15,2016,2016-05,374882,544,1
15,2016,2016-05,157863,186,2
15,2016,2016-06,392600,160,0
15,2016,2016-06,437108,568,1
15,2016,2016-06,163430,209,2
15,2016,2016-07,384748,170,0
15,2016,2016-07,492193,662,1
15,2016,2016-07,146524,238,2
15,2016,2016-08,287951,209,0
15,2016,2016-08,510242,761,1
15,2016,2016-08,183997,274,2
15,2016,2016-09,854599,238,0
15,2016,2016-09,530930,843,1
15,2016,2016-09,203739,284,2
15,2016,2016-10,1201183,149,0
15,2016,2016-10,546573,827,1
15,2016,2016-10,260567,324,2
15,2016,2016-11,99341,90,0
15,2016,2016-11,397806,672,1
15,2016,2016-11,140372,203,2
15,2016,2016-12,62218,40,0
15,2016,2016-12,485334,505,1
15,2016,2016-12,73037,152,2
15,2017,2017-01,7762,15,0
15,2017,2017-01,265878,393,1
15,2017,2017-01,88441,117,2
15,2017,2017-02,181632,92,0
15,2017,2017-02,289493,448,1
15,2017,2017-02,79753,123,2
15,2017,2017-03,119218,41,0
15,2017,2017-03,167283,360,1
15,2017,2017-03,62158,121,2
15,2017,2017-04,484800,201,0
15,2017,2017-04,424448,691,1
15,2017,2017-04,186694,225,2
15,2017,2017-05,573750,147,0
15,2017,2017-05,452192,728,1
15,2017,2017-05,243638,242,2
15,2017,2017-06,540642,183,0
15,2017,2017-06,615010,892,1
15,2017,2017-06,218257,315,2
15,2017,2017-07,698322,265,0
15,2017,2017-07,702420,962,1
15,2017,2017-07,299422,344,2
15,2017,2017-08,1254566,232,0
15,2017,2017-08,591305,970,1
15,2017,2017-08,202848,337,2
15,2017,2017-09,353587,165,0
15,2017,2017-09,637177,959,1
15,2017,2017-09,185645,276,2
15,2017,2017-10,1734938,161,0
15,2017,2017-10,593110,1025,1
15,2017,2017-10,223892,346,2
15,2017,2017-11,187639,88,0
15,2017,2017-11,380165,765,1
15,2017,2017-11,155925,247,2
15,2017,2017-12,42438,32,0
15,2017,2017-12,260109,577,1
15,2017,2017-12,87758,161,2
15,2018,2018-01,55753,42,0
15,2018,2018-01,233178,449,1
15,2018,2018-01,77953,125,2
15,2018,2018-02,19967,20,0
15,2018,2018-02,223618,436,1
15,2018,2018-02,79631,145,2
15,2018,2018-03,425832,70,0
15,2018,2018-03,285803,598,1
15,2018,2018-03,91950,147,2
15,2018,2018-04,366304,174,0
15,2018,2018-04,526694,769,1
15,2018,2018-04,327869,253,2
15,2018,2018-05,514025,181,0
15,2018,2018-05,992795,984,1
15,2018,2018-05,232029,290,2
15,2018,2018-06,401470,161,0
15,2018,2018-06,665753,1097,1
15,2018,2018-06,227590,357,2
15,2018,2018-07,701013,249,0
15,2018,2018-07,702214,1102,1
15,2018,2018-07,331901,407,2
15,2018,2018-08,314105,151,0
15,2018,2018-08,744591,1119,1
15,2018,2018-08,263550,397,2
15,2018,2018-09,537845,209,0
15,2018,2018-09,1239234,1107,1
15,2018,2018-09,761114,458,2
15,2018,2018-10,148819,93,0
15,2018,2018-10,586625,1113,1
15,2018,2018-10,281105,383,2
15,2018,2018-11,173020,61,0
15,2018,2018-11,402099,800,1
15,2018,2018-11,179217,253,2
15,2018,2018-12,34462,37,0
15,2018,2018-12,340474,641,1
15,2018,2018-12,172588,227,2
15,2019,2019-01,16984,26,0
15,2019,2019-01,281085,559,1
15,2019,2019-01,121416,182,2
15,2019,2019-02,54857,33,0
15,2019,2019-02,300856,636,1
15,2019,2019-02,105944,150,2
15,2019,2019-03,542037,66,0
15,2019,2019-03,372557,691,1
15,2019,2019-03,249251,210,2
15,2019,2019-04,688224,181,0
15,2019,2019-04,620740,934,1
15,2019,2019-04,222718,279,2
15,2019,2019-05,434271,186,0
15,2019,2019-05,755699,1038,1
15,2019,2019-05,411589,382,2
15,2019,2019-06,537329,241,0
15,2019,2019-06,792531,1126,1
15,2019,2019-06,422205,454,2
15,2019,2019-07,475838,195,0
15,2019,2019-07,1557981,1166,1
15,2019,2019-07,461619,416,2
15,2019,2019-08,520387,227,0
15,2019,2019-08,931742,1369,1
15,2019,2019-08,684398,540,2
15,2019,2019-09,461038,262,0
15,2019,2019-09,1354509,1364,1
15,2019,2019-09,468188,535,2
15,2019,2019-10,155849,152,0
15,2019,2019-10,704049,1200,1
15,2019,2019-10,397276,504,2
15,2019,2019-11,198793,116,0
15,2019,2019-11,649960,916,1
15,2019,2019-11,253676,376,2
15,2019,2019-12,61205,57,0
15,2019,2019-12,1220214,690,1
15,2019,2019-12,490018,285,2
15,2020,2020-01,630042,83,0
15,2020,2020-01,634403,755,1
15,2020,2020-01,280870,330,2
16,2015,2015-09,287615,126,0
16,2015,2015-09,191680,207,1
16,2015,2015-09,49783,68,2
16,2015,2015-10,2065533,211,0
16,2015,2015-10,602036,672,1
16,2015,2015-10,241661,231,2
16,2015,2015-11,212300,109,0
16,2015,2015-11,627437,522,1
16,2015,2015-11,129480,163,2
16,2015,2015-12,149159,74,0
16,2015,2015-12,294618,466,1
16,2015,2015-12,90247,144,2
16,2016,2016-01,176762,25,0
16,2016,2016-01,164838,261,1
16,2016,2016-01,47414,75,2
16,2016,2016-02,40263,23,0
16,2016,2016-02,201308,309,1
16,2016,2016-02,2142607,102,2
16,2016,2016-03,389324,97,0
16,2016,2016-03,356647,519,1
16,2016,2016-03,111968,146,2
16,2016,2016-04,392622,177,0
16,2016,2016-04,367556,604,1
16,2016,2016-04,149264,179,2
16,2016,2016-05,334893,146,0
16,2016,2016-05,441919,707,1
16,2016,2016-05,162134,202,2
16,2016,2016-06,440281,167,0
16,2016,2016-06,575605,832,1
16,2016,2016-06,228583,199,2
16,2016,2016-07,459378,181,0
16,2016,2016-07,608919,825,1
16,2016,2016-07,168412,255,2
16,2016,2016-08,405440,275,0
16,2016,2016-08,899268,1156,1
16,2016,2016-08,264126,326,2
16,2016,2016-09,570656,235,0
16,2016,2016-09,2284447,1151,1
16,2016,2016-09,261350,391,2
16,2016,2016-10,571177,145,0
16,2016,2016-10,674151,1132,1
16,2016,2016-10,204498,336,2
16,2016,2016-11,429371,91,0
16,2016,2016-11,422585,840,1
16,2016,2016-11,133771,247,2
16,2016,2016-12,44641,49,0
16,2016,2016-12,322263,641,1
16,2016,2016-12,84542,159,2
16,2017,2017-01,15217,26,0
16,2017,2017-01,389428,505,1
16,2017,2017-01,60176,130,2
16,2017,2017-02,236895,65,0
16,2017,2017-02,341406,582,1
16,2017,2017-02,159748,156,2
16,2017,2017-03,37516,38,0
16,2017,2017-03,244281,484,1
16,2017,2017-03,74231,123,2
16,2017,2017-04,334955,216,0
16,2017,2017-04,528429,863,1
16,2017,2017-04,291272,255,2
16,2017,2017-05,403077,150,0
16,2017,2017-05,578485,975,1
16,2017,2017-05,159506,282,2
16,2017,2017-06,533121,159,0
16,2017,2017-06,587545,1053,1
16,2017,2017-06,240806,351,2
16,2017,2017-07,770396,281,0
16,2017,2017-07,765861,1278,1
16,2017,2017-07,388800,411,2
16,2017,2017-08,428433,203,0
16,2017,2017-08,728427,1198,1
16,2017,2017-08,221277,365,2
16,2017,2017-09,446002,171,0
16,2017,2017-09,704553,1217,1
16,2017,2017-09,255401,408,2
16,2017,2017-10,529460,197,0
16,2017,2017-10,786913,1387,1
16,2017,2017-10,348250,416,2
16,2017,2017-11,63796,76,0
16,2017,2017-11,464403,955,1
16,2017,2017-11,170981,303,2
16,2017,2017-12,17446,33,0
16,2017,2017-12,439582,708,1
16,2017,2017-12,81821,157,2
16,2018,2018-01,42971,35,0
16,2018,2018-01,1257786,536,1
16,2018,2018-01,56489,134,2
16,2018,2018-02,49540,43,0
16,2018,2018-02,267838,602,1
16,2018,2018-02,79616,145,2
16,2018,2018-03,98458,66,0
16,2018,2018-03,301341,647,1
16,2018,2018-03,142387,152,2
16,2018,2018-04,227604,150,0
16,2018,2018-04,521888,884,1
16,2018,2018-04,201606,285,2
16,2018,2018-05,361996,174,0
16,2018,2018-05,854991,1280,1
16,2018,2018-05,210416,349,2
16,2018,2018-06,664119,206,0
16,2018,2018-06,946886,1439,1
16,2018,2018-06,551199,452,2
16,2018,2018-07,1069774,245,0
16,2018,2018-07,878103,1492,1
16,2018,2018-07,374210,453,2
16,2018,2018-08,370256,185,0
16,2018,2018-08,937913,1547,1
16,2018,2018-08,362836,499,2
16,2018,2018-09,389264,223,0
16,2018,2018-09,906177,1439,1
16,2018,2018-09,1070762,438,2
16,2018,2018-10,329673,97,0
16,2018,2018-10,831885,1482,1
16,2018,2018-10,320408,496,2
16,2018,2018-11,119602,49,0
16,2018,2018-11,480618,952,1
16,2018,2018-11,122863,265,2
16,2018,2018-12,43967,40,0
16,2018,2018-12,456198,753,1
16,2018,2018-12,117269,227,2
16,2019,2019-01,34459,42,0
16,2019,2019-01,314696,745,1
16,2019,2019-01,130126,267,2
16,2019,2019-02,169266,40,0
16,2019,2019-02,1795941,801,1
16,2019,2019-02,133109,199,2
16,2019,2019-03,107099,76,0
16,2019,2019-03,453462,887,1
16,2019,2019-03,147898,254,2
16,2019,2019-04,429731,159,0
16,2019,2019-04,826960,1245,1
16,2019,2019-04,261574,380,2
16,2019,2019-05,1473507,201,0
16,2019,2019-05,868614,1432,1
16,2019,2019-05,318152,438,2
16,2019,2019-06,486384,222,0
16,2019,2019-06,1183582,1452,1
16,2019,2019-06,419252,474,2
16,2019,2019-07,456391,224,0
16,2019,2019-07,1115888,1585,1
16,2019,2019-07,1280568,506,2
16,2019,2019-08,506084,290,0
16,2019,2019-08,1191645,1882,1
16,2019,2019-08,531729,633,2
16,2019,2019-09,429111,276,0
16,2019,2019-09,1758253,1823,1
16,2019,2019-09,497332,662,2
16,2019,2019-10,282995,141,0
16,2019,2019-10,1120161,1678,1
16,2019,2019-10,356363,615,2
16,2019,2019-11,191487,104,0
16,2019,2019-11,665317,1231,1
16,2019,2019-11,295874,478,2
16,2019,2019-12,35698,41,0
16,2019,2019-12,387767,805,1
16,2019,2019-12,152228,291,2
16,2020,2020-01,85422,69,0
16,2020,2020-01,553069,1126,1
16,2020,2020-01,216117,398,2
17,2015,2015-09,566058,134,0
17,2015,2015-09,235538,357,1
17,2015,2015-09,161299,108,2
17,2015,2015-10,489925,199,0
17,2015,2015-10,747828,1117,1
17,2015,2015-10,326536,382,2
17,2015,2015-11,158283,74,0
17,2015,2015-11,520537,878,1
17,2015,2015-11,195278,241,2
17,2015,2015-12,49361,46,0
17,2015,2015-12,425187,706,1
17,2015,2015-12,94806,178,2
17,2016,2016-01,15709,15,0
17,2016,2016-01,266442,457,1
17,2016,2016-01,316963,124,2
17,2016,2016-02,82673,29,0
17,2016,2016-02,269346,514,1
17,2016,2016-02,75531,143,2
17,2016,2016-03,148242,78,0
17,2016,2016-03,495786,876,1
17,2016,2016-03,182534,219,2
17,2016,2016-04,572412,198,0
17,2016,2016-04,655280,1051,1
17,2016,2016-04,252121,306,2
17,2016,2016-05,357026,163,0
17,2016,2016-05,808949,1277,1
17,2016,2016-05,356917,356,2
17,2016,2016-06,376255,190,0
17,2016,2016-06,1059511,1600,1
17,2016,2016-06,278690,434,2
17,2016,2016-07,486387,205,0
17,2016,2016-07,974170,1466,1
17,2016,2016-07,218610,368,2
17,2016,2016-08,403912,318,0
17,2016,2016-08,1240125,2092,1
17,2016,2016-08,332502,571,2
17,2016,2016-09,540098,271,0
17,2016,2016-09,1252353,2099,1
17,2016,2016-09,406211,644,2
17,2016,2016-10,231145,155,0
17,2016,2016-10,970332,1906,1
17,2016,2016-10,341395,604,2
17,2016,2016-11,55812,95,0
17,2016,2016-11,5551151,1470,1
17,2016,2016-11,206898,441,2
17,2016,2016-12,19292,42,0
17,2016,2016-12,482319,1054,1
17,2016,2016-12,103420,244,2
17,2017,2017-01,90572,33,0
17,2017,2017-01,501451,990,1
17,2017,2017-01,73478,186,2
17,2017,2017-02,55828,86,0
17,2017,2017-02,499138,1033,1
17,2017,2017-02,203403,215,2
17,2017,2017-03,31838,53,0
17,2017,2017-03,748185,1029,1
17,2017,2017-03,98143,224,2
17,2017,2017-04,407415,201,0
17,2017,2017-04,869306,1574,1
17,2017,2017-04,252395,399,2
17,2017,2017-05,1595547,178,0
17,2017,2017-05,1088031,1765,1
17,2017,2017-05,223368,458,2
17,2017,2017-06,1279067,228,0
17,2017,2017-06,1150999,2126,1
17,2017,2017-06,755555,584,2
17,2017,2017-07,877808,275,0
17,2017,2017-07,1115232,2114,1
17,2017,2017-07,416200,619,2
17,2017,2017-08,1314185,230,0
17,2017,2017-08,1198350,2298,1
17,2017,2017-08,366412,652,2
17,2017,2017-09,549575,207,0
17,2017,2017-09,1134753,2091,1
17,2017,2017-09,385345,613,2
17,2017,2017-10,396347,217,0
17,2017,2017-10,1209563,2519,1
17,2017,2017-10,402366,708,2
17,2017,2017-11,52983,88,0
17,2017,2017-11,750532,1732,1
17,2017,2017-11,188646,420,2
17,2017,2017-12,23856,47,0
17,2017,2017-12,461846,1143,1
17,2017,2017-12,114056,256,2
17,2018,2018-01,28369,38,0
17,2018,2018-01,452115,1064,1
17,2018,2018-01,145349,193,2
17,2018,2018-02,13309,32,0
17,2018,2018-02,522469,1180,1
17,2018,2018-02,114671,274,2
17,2018,2018-03,37824,55,0
17,2018,2018-03,597110,1310,1
17,2018,2018-03,124114,290,2
17,2018,2018-04,261014,170,0
17,2018,2018-04,1129441,1771,1
17,2018,2018-04,743244,447,2
17,2018,2018-05,2034821,211,0
17,2018,2018-05,1366153,2311,1
17,2018,2018-05,397072,638,2
17,2018,2018-06,903770,284,0
17,2018,2018-06,1915267,2781,1
17,2018,2018-06,521707,794,2
17,2018,2018-07,534166,283,0
17,2018,2018-07,1379073,2592,1
17,2018,2018-07,583074,732,2
17,2018,2018-08,463057,274,0
17,2018,2018-08,1551678,2953,1
17,2018,2018-08,479731,830,2
17,2018,2018-09,607154,262,0
17,2018,2018-09,1397134,2632,1
17,2018,2018-09,434701,735,2
17,2018,2018-10,465098,145,0
17,2018,2018-10,1320682,2750,1
17,2018,2018-10,521427,830,2
17,2018,2018-11,64731,77,0
17,2018,2018-11,860303,1682,1
17,2018,2018-11,192991,455,2
17,2018,2018-12,42554,70,0
